id,pedido_id,produto_id,cliente_id,nota,comentario,data_avaliacao
6326,7655,71,2048,5,,2023-06-07
6327,6570,153,459,5,Entrega rápida e produto conforme descrito.,2023-05-12
6328,567,72,1918,2,Demorou muito para chegar.,2024-12-26
6329,383,120,1229,5,"Qualidade ótima, recomendo.",2024-12-24
6330,12305,102,2529,3,"Nada de especial, mas funciona.",2023-12-01
6331,872,160,2475,1,Demorou muito para chegar.,2024-01-29
6332,1221,159,714,3,"Nada de especial, mas funciona.",2023-10-19
6333,650,195,2473,5,Superou minhas expectativas!,2024-10-17
6334,618,54,2418,2,Produto veio com defeito.,2024-02-06
6335,6484,133,1976,3,"Produto ok, dentro do esperado.",2023-06-02
6336,11276,186,2024,5,,2024-02-14
6337,9372,197,2149,4,Entrega rápida e produto conforme descrito.,2024-03-05
6338,8261,101,1864,2,Produto veio com defeito.,2023-11-04
6339,1923,94,2389,5,Muito satisfeito com a compra.,2024-04-23
6340,1195,54,2379,3,"Nada de especial, mas funciona.",2023-06-05
6341,7967,90,315,3,"Produto ok, dentro do esperado.",2024-01-08
6342,9549,87,999,5,Superou minhas expectativas!,2023-08-07
6343,884,170,1432,5,"Qualidade ótima, recomendo.",2024-12-13
6344,382,4,386,1,Demorou muito para chegar.,2024-08-12
6345,8029,29,2547,4,Superou minhas expectativas!,2024-10-10
6346,14758,177,1240,4,"Produto excelente, chegou antes do prazo!",2023-12-04
6347,10816,19,1208,1,"Não recomendo, péssima experiência.",2024-04-21
6348,1550,122,2654,5,Muito satisfeito com a compra.,2023-11-27
6349,1386,182,2803,5,,2024-04-19
6350,10442,198,2975,1,Demorou muito para chegar.,2023-01-12
6351,2157,31,2176,3,,2023-03-14
6352,11120,28,2329,1,Produto veio com defeito.,2023-12-02
6353,7786,7,335,4,Entrega rápida e produto conforme descrito.,2024-11-28
6354,8595,159,1667,2,Demorou muito para chegar.,2024-02-25
6355,13170,52,1388,1,Demorou muito para chegar.,2024-11-10
6356,1583,155,88,5,"Qualidade ótima, recomendo.",2023-07-29
6357,5546,31,2893,3,,2023-12-18
6358,13107,15,1111,4,,2023-11-15
6359,6750,110,999,4,"Produto excelente, chegou antes do prazo!",2024-08-19
6360,845,20,895,5,Muito satisfeito com a compra.,2024-02-03
6361,7640,47,700,5,"Qualidade ótima, recomendo.",2023-04-05
6362,4038,2,1269,1,,2023-04-27
6363,7821,71,682,5,Superou minhas expectativas!,2023-08-12
6364,597,81,823,5,"Produto excelente, chegou antes do prazo!",2023-05-01
6365,4355,162,370,1,Qualidade abaixo do esperado.,2023-04-12
6366,11606,13,1571,5,,2023-07-10
6367,12491,136,2454,5,"Produto excelente, chegou antes do prazo!",2024-12-07
6368,6206,122,2506,5,Superou minhas expectativas!,2023-02-14
6369,12949,193,2913,3,,2024-11-05
6370,11578,53,2851,5,Entrega rápida e produto conforme descrito.,2023-11-22
6371,8698,143,2483,4,,2023-12-12
6372,12886,6,2319,3,"Entrega no prazo, produto regular.",2023-03-29
6373,14356,138,1636,5,Entrega rápida e produto conforme descrito.,2024-09-13
6374,10535,133,2699,3,"Nada de especial, mas funciona.",2024-05-06
6375,12391,97,2362,5,"Qualidade ótima, recomendo.",2023-12-16
6376,1380,187,2250,4,Muito satisfeito com a compra.,2024-09-29
6377,6078,77,2544,5,Muito satisfeito com a compra.,2024-12-27
6378,9262,19,63,3,,2023-12-26
6379,14274,82,1309,3,"Nada de especial, mas funciona.",2023-12-07
6380,14938,173,342,5,"Qualidade ótima, recomendo.",2024-12-14
6381,9749,129,2789,5,"Produto excelente, chegou antes do prazo!",2023-12-18
6382,3838,130,1230,1,Demorou muito para chegar.,2024-03-22
6383,14181,181,2929,4,"Qualidade ótima, recomendo.",2023-05-07
6384,11660,101,1498,4,,2024-02-04
6385,10189,92,514,5,Muito satisfeito com a compra.,2024-03-06
6386,7665,16,2019,2,"Não recomendo, péssima experiência.",2023-10-21
6387,11568,172,1107,4,Entrega rápida e produto conforme descrito.,2024-09-28
6388,11075,95,2955,1,Veio diferente do anunciado.,2023-07-31
6389,11586,47,1946,5,"Produto excelente, chegou antes do prazo!",2023-08-01
6390,7447,112,1316,2,,2023-06-03
6391,4697,28,824,2,Demorou muito para chegar.,2023-10-06
6392,7875,140,2230,4,,2023-03-18
6393,11694,119,1217,1,,2023-03-08
6394,6862,66,2700,4,"Qualidade ótima, recomendo.",2023-06-19
6395,6108,114,1158,4,Muito satisfeito com a compra.,2024-03-16
6396,2251,195,21,5,Muito satisfeito com a compra.,2023-10-01
6397,781,40,1299,2,Demorou muito para chegar.,2023-08-23
6398,2672,79,2617,1,Veio diferente do anunciado.,2024-10-19
6399,883,33,1916,5,Muito satisfeito com a compra.,2024-11-21
6400,14287,7,730,1,Veio diferente do anunciado.,2023-12-06
6401,5575,33,1890,5,"Produto excelente, chegou antes do prazo!",2023-08-09
6402,6583,99,607,5,,2024-09-29
6403,5861,147,2373,4,"Qualidade ótima, recomendo.",2023-12-17
6404,9436,46,1163,5,"Qualidade ótima, recomendo.",2024-05-22
6405,11930,18,864,1,,2024-09-27
6406,12773,45,320,5,"Produto excelente, chegou antes do prazo!",2024-10-24
6407,1903,151,1720,4,Entrega rápida e produto conforme descrito.,2024-06-08
6408,2991,130,1346,4,,2023-12-24
6409,5588,162,320,3,"Produto ok, dentro do esperado.",2023-12-16
6410,1323,111,2127,5,"Produto excelente, chegou antes do prazo!",2024-02-19
6411,9235,152,1750,4,Muito satisfeito com a compra.,2024-11-30
6412,5501,79,2673,2,Veio diferente do anunciado.,2024-10-31
6413,11077,10,1307,1,"Não recomendo, péssima experiência.",2024-11-03
6414,4185,27,187,2,,2024-02-06
6415,5661,8,15,5,"Produto excelente, chegou antes do prazo!",2024-01-12
6416,11217,177,2046,5,"Qualidade ótima, recomendo.",2023-12-20
6417,8714,171,1703,5,Muito satisfeito com a compra.,2024-12-02
6418,3617,84,1536,3,"Produto ok, dentro do esperado.",2023-05-18
6419,10166,170,2621,4,Muito satisfeito com a compra.,2023-12-03
6420,6752,26,999,4,"Qualidade ótima, recomendo.",2023-05-26
6421,961,172,1567,4,"Qualidade ótima, recomendo.",2023-11-14
6422,13291,82,1973,4,"Qualidade ótima, recomendo.",2023-12-09
6423,6815,159,268,4,,2024-04-23
6424,3664,102,182,3,,2023-02-11
6425,14308,42,2734,4,Superou minhas expectativas!,2024-01-04
6426,7539,79,987,2,"Não recomendo, péssima experiência.",2023-09-18
6427,9102,104,2879,2,"Não recomendo, péssima experiência.",2024-03-30
6428,2842,50,261,3,"Nada de especial, mas funciona.",2024-04-11
6429,6262,125,1765,5,Muito satisfeito com a compra.,2023-11-08
6430,5437,51,2250,4,Entrega rápida e produto conforme descrito.,2024-02-11
6431,8552,153,1818,3,,2023-04-16
6432,9253,121,2418,4,Entrega rápida e produto conforme descrito.,2024-06-02
6433,8358,135,660,5,Muito satisfeito com a compra.,2024-08-12
6434,74,138,2751,5,Muito satisfeito com a compra.,2024-05-29
6435,13512,37,171,4,,2024-10-24
6436,12488,163,315,4,"Qualidade ótima, recomendo.",2023-07-17
6437,4462,159,1162,1,Veio diferente do anunciado.,2023-04-12
6438,10016,167,2939,5,Entrega rápida e produto conforme descrito.,2024-10-11
6439,14541,47,1493,5,Muito satisfeito com a compra.,2024-06-22
6440,10538,70,675,4,,2024-03-30
6441,2878,197,1828,5,,2024-08-13
6442,9031,151,1663,4,"Qualidade ótima, recomendo.",2023-10-14
6443,7538,49,1826,5,Entrega rápida e produto conforme descrito.,2024-08-22
6444,4158,77,178,4,Muito satisfeito com a compra.,2023-02-11
6445,1232,127,1368,1,Veio diferente do anunciado.,2024-09-12
6446,6085,41,881,3,,2024-09-11
6447,3437,6,1417,1,,2024-07-05
6448,3626,200,254,1,Veio diferente do anunciado.,2024-02-20
6449,9409,153,381,5,Muito satisfeito com a compra.,2024-08-08
6450,12198,34,370,3,,2023-09-28
6451,1066,10,2772,1,,2023-12-12
6452,5371,129,1056,3,"Produto ok, dentro do esperado.",2024-01-22
6453,8340,58,1739,5,,2024-05-20
6454,1980,106,1764,4,Muito satisfeito com a compra.,2023-06-07
6455,4354,108,2513,4,Superou minhas expectativas!,2023-11-17
6456,14104,141,629,2,"Não recomendo, péssima experiência.",2024-11-15
6457,1591,83,1350,5,"Produto excelente, chegou antes do prazo!",2023-12-22
6458,7084,17,1394,5,Entrega rápida e produto conforme descrito.,2024-09-01
6459,8333,161,921,2,Demorou muito para chegar.,2023-06-12
6460,9773,86,418,2,Demorou muito para chegar.,2023-11-18
6461,4569,199,1288,3,,2024-10-02
6462,876,3,1929,2,Veio diferente do anunciado.,2023-04-29
6463,12701,72,2181,1,Veio diferente do anunciado.,2023-12-19
6464,4238,197,1319,5,Superou minhas expectativas!,2024-10-10
6465,1178,74,1758,5,Superou minhas expectativas!,2024-01-02
6466,2918,68,1594,3,"Entrega no prazo, produto regular.",2023-11-29
6467,76,184,1809,1,Veio diferente do anunciado.,2023-11-18
6468,4773,47,1365,3,"Produto ok, dentro do esperado.",2023-09-26
6469,4476,92,391,5,Entrega rápida e produto conforme descrito.,2024-05-20
6470,8895,22,2864,5,Entrega rápida e produto conforme descrito.,2024-12-21
6471,11565,169,2437,3,"Entrega no prazo, produto regular.",2024-01-22
6472,14756,137,959,1,"Não recomendo, péssima experiência.",2024-04-02
6473,12417,129,1293,5,Entrega rápida e produto conforme descrito.,2024-04-17
6474,4337,159,2188,3,"Entrega no prazo, produto regular.",2024-02-08
6475,6045,21,1120,3,"Entrega no prazo, produto regular.",2023-04-29
6476,12011,179,100,3,,2023-10-10
6477,3846,160,1896,5,"Qualidade ótima, recomendo.",2024-03-26
6478,7211,75,1851,2,Veio diferente do anunciado.,2024-03-09
6479,6730,109,1933,3,"Produto ok, dentro do esperado.",2023-08-31
6480,4628,93,160,5,Muito satisfeito com a compra.,2023-06-16
6481,6605,184,2987,3,"Nada de especial, mas funciona.",2024-12-30
6482,8738,73,1367,5,"Produto excelente, chegou antes do prazo!",2024-10-21
6483,3095,198,2338,4,Muito satisfeito com a compra.,2023-08-12
6484,7229,63,1186,2,Veio diferente do anunciado.,2023-03-26
6485,14547,172,1159,5,Muito satisfeito com a compra.,2024-01-06
6486,3549,198,2362,5,"Qualidade ótima, recomendo.",2024-02-03
6487,7114,52,2488,4,Entrega rápida e produto conforme descrito.,2023-11-13
6488,9650,52,1373,2,Qualidade abaixo do esperado.,2023-10-06
6489,2070,84,536,5,Entrega rápida e produto conforme descrito.,2024-01-08
6490,8201,64,958,5,Muito satisfeito com a compra.,2024-07-11
6491,2691,164,467,4,,2024-07-13
6492,5511,128,931,3,,2023-12-26
6493,7675,96,383,5,,2023-08-14
6494,11267,124,929,5,Muito satisfeito com a compra.,2024-10-26
6495,4808,127,329,2,"Não recomendo, péssima experiência.",2024-12-26
6496,6566,173,1587,4,Muito satisfeito com a compra.,2023-03-14
6497,10366,24,2833,3,"Entrega no prazo, produto regular.",2023-11-25
6498,12897,40,1661,3,"Entrega no prazo, produto regular.",2024-01-04
6499,1989,11,128,5,Superou minhas expectativas!,2023-12-18
6500,4013,82,113,3,,2023-04-01
6501,11543,132,923,3,,2024-01-09
6502,7224,170,951,5,Superou minhas expectativas!,2024-01-01
6503,11879,165,1286,5,Muito satisfeito com a compra.,2023-11-13
6504,10755,129,2900,5,"Qualidade ótima, recomendo.",2023-11-19
6505,1602,37,1833,3,"Nada de especial, mas funciona.",2023-12-11
6506,14745,170,1840,3,"Entrega no prazo, produto regular.",2024-03-08
6507,12172,68,1822,4,"Produto excelente, chegou antes do prazo!",2023-12-22
6508,6723,36,75,2,"Não recomendo, péssima experiência.",2023-12-24
6509,5869,146,1949,5,"Produto excelente, chegou antes do prazo!",2023-12-25
6510,13978,57,634,5,Muito satisfeito com a compra.,2024-01-21
6511,2175,21,2711,4,Superou minhas expectativas!,2023-04-05
6512,8154,185,1021,4,"Produto excelente, chegou antes do prazo!",2023-11-14
6513,3377,72,738,2,Veio diferente do anunciado.,2023-12-12
6514,6951,105,1454,1,Qualidade abaixo do esperado.,2023-09-12
6515,2534,99,1132,2,"Não recomendo, péssima experiência.",2024-02-24
6516,200,25,1726,4,"Qualidade ótima, recomendo.",2023-11-23
6517,13814,182,1425,4,Muito satisfeito com a compra.,2023-01-27
6518,1601,114,2020,3,"Nada de especial, mas funciona.",2024-09-11
6519,5045,83,2960,3,"Nada de especial, mas funciona.",2024-12-18
6520,1369,108,1335,2,"Não recomendo, péssima experiência.",2024-11-03
6521,402,109,469,4,,2024-09-19
6522,11573,104,1294,4,,2024-10-08
6523,6917,49,2197,5,Entrega rápida e produto conforme descrito.,2023-12-30
6524,2040,61,1362,5,Superou minhas expectativas!,2023-11-04
6525,3607,63,1828,2,Demorou muito para chegar.,2024-12-22
6526,8398,176,2921,5,Superou minhas expectativas!,2024-01-22
6527,1308,7,159,2,Qualidade abaixo do esperado.,2024-12-15
6528,7939,183,2216,4,"Produto excelente, chegou antes do prazo!",2024-12-24
6529,10255,132,617,4,"Qualidade ótima, recomendo.",2024-11-22
6530,16,94,1602,5,"Produto excelente, chegou antes do prazo!",2024-07-16
6531,14031,178,174,5,Superou minhas expectativas!,2023-08-19
6532,6634,78,130,4,Superou minhas expectativas!,2023-07-11
6533,5526,145,2552,3,"Entrega no prazo, produto regular.",2024-07-01
6534,7118,124,1776,4,"Produto excelente, chegou antes do prazo!",2024-10-19
6535,3622,160,590,2,Produto veio com defeito.,2024-01-12
6536,13860,30,159,5,,2024-12-13
6537,11831,141,2200,5,"Qualidade ótima, recomendo.",2024-12-08
6538,11788,164,1772,4,Muito satisfeito com a compra.,2024-03-01
6539,12280,34,2384,4,Entrega rápida e produto conforme descrito.,2024-08-15
6540,11595,60,918,2,Demorou muito para chegar.,2024-09-27
6541,8167,162,1927,3,,2023-12-10
6542,14290,66,638,3,,2024-01-30
6543,8831,145,1939,4,Superou minhas expectativas!,2023-06-26
6544,2352,64,2018,5,Muito satisfeito com a compra.,2023-08-06
6545,12583,153,2256,4,Superou minhas expectativas!,2023-07-11
6546,11936,42,2799,5,"Qualidade ótima, recomendo.",2023-03-09
6547,9488,18,70,5,"Produto excelente, chegou antes do prazo!",2024-06-27
6548,3567,28,473,1,Qualidade abaixo do esperado.,2023-11-28
6549,13342,100,588,5,Superou minhas expectativas!,2024-06-10
6550,12902,179,2911,1,Produto veio com defeito.,2024-09-01
6551,2935,9,1540,5,"Qualidade ótima, recomendo.",2023-10-14
6552,2850,95,1066,3,"Entrega no prazo, produto regular.",2023-08-18
6553,2382,59,491,5,Muito satisfeito com a compra.,2023-08-07
6554,6089,142,2567,1,Veio diferente do anunciado.,2023-09-30
6555,10210,22,190,3,,2023-05-24
6556,14097,39,896,3,"Produto ok, dentro do esperado.",2023-08-20
6557,4970,128,1044,5,,2024-03-04
6558,7181,171,2293,4,,2024-12-05
6559,346,99,1563,1,Qualidade abaixo do esperado.,2024-02-10
6560,11181,194,1137,1,Veio diferente do anunciado.,2023-06-03
6561,6318,131,2873,5,"Qualidade ótima, recomendo.",2023-06-30
6562,7595,41,2343,4,Superou minhas expectativas!,2023-10-18
6563,3724,34,706,3,"Entrega no prazo, produto regular.",2023-02-24
6564,3524,172,1419,5,,2024-07-10
6565,5845,169,2535,5,Muito satisfeito com a compra.,2023-12-15
6566,11939,70,1886,1,Demorou muito para chegar.,2024-03-30
6567,3141,33,2638,1,"Não recomendo, péssima experiência.",2024-05-29
6568,676,186,843,3,"Nada de especial, mas funciona.",2024-12-24
6569,13619,13,2534,5,"Qualidade ótima, recomendo.",2023-11-17
6570,4203,17,2897,4,"Produto excelente, chegou antes do prazo!",2023-05-14
6571,9954,63,2320,4,Muito satisfeito com a compra.,2024-08-02
6572,6624,175,1443,3,"Entrega no prazo, produto regular.",2023-06-07
6573,9634,97,2331,4,,2024-04-08
6574,125,156,563,4,Muito satisfeito com a compra.,2023-08-29
6575,5426,178,2784,5,,2023-04-20
6576,6590,180,1742,4,"Produto excelente, chegou antes do prazo!",2024-10-27
6577,10426,159,58,2,Produto veio com defeito.,2024-01-24
6578,13510,113,2580,4,Entrega rápida e produto conforme descrito.,2024-12-15
6579,8936,119,1766,5,,2024-04-08
6580,1608,77,627,2,"Não recomendo, péssima experiência.",2024-12-27
6581,5091,160,93,2,Qualidade abaixo do esperado.,2024-08-07
6582,5520,190,2429,1,Produto veio com defeito.,2023-02-25
6583,10931,68,697,5,Entrega rápida e produto conforme descrito.,2024-09-25
6584,3592,121,2787,5,Entrega rápida e produto conforme descrito.,2023-12-25
6585,390,98,2514,2,Veio diferente do anunciado.,2023-02-23
6586,10482,178,658,5,Muito satisfeito com a compra.,2024-08-15
6587,3137,59,649,1,Produto veio com defeito.,2023-04-05
6588,9109,125,1670,2,Demorou muito para chegar.,2024-07-22
6589,14240,19,1482,5,,2024-12-22
6590,8022,185,2857,5,"Produto excelente, chegou antes do prazo!",2023-05-22
6591,14839,45,496,4,,2023-03-21
6592,4642,125,2065,5,Superou minhas expectativas!,2024-03-18
6593,12421,23,1775,5,Superou minhas expectativas!,2023-11-08
6594,13261,84,2561,5,"Qualidade ótima, recomendo.",2024-01-19
6595,7719,21,1962,4,,2024-08-20
6596,7683,166,1548,4,,2023-05-28
6597,4133,38,967,4,,2023-11-13
6598,2490,58,362,4,Entrega rápida e produto conforme descrito.,2023-10-10
6599,13271,194,898,5,"Produto excelente, chegou antes do prazo!",2023-11-05
6600,4846,12,2460,5,"Qualidade ótima, recomendo.",2024-12-28
6601,7684,60,2317,1,Demorou muito para chegar.,2024-11-18
6602,6963,189,2770,4,,2024-03-10
6603,9826,161,219,3,"Produto ok, dentro do esperado.",2024-07-17
6604,1712,50,808,4,Muito satisfeito com a compra.,2023-04-23
6605,5843,97,2853,5,Muito satisfeito com a compra.,2024-12-30
6606,7798,132,1785,2,Produto veio com defeito.,2024-04-03
6607,1225,78,225,5,Entrega rápida e produto conforme descrito.,2023-11-23
6608,9807,92,225,5,Muito satisfeito com a compra.,2024-01-06
6609,6856,14,1144,5,Muito satisfeito com a compra.,2023-03-16
6610,6562,177,1721,4,Entrega rápida e produto conforme descrito.,2024-01-02
6611,9893,5,2001,5,Superou minhas expectativas!,2023-12-19
6612,3809,91,1638,5,"Qualidade ótima, recomendo.",2024-12-09
6613,13797,154,2348,1,Qualidade abaixo do esperado.,2024-12-16
6614,10871,188,82,1,"Não recomendo, péssima experiência.",2024-04-02
6615,2729,52,256,4,"Produto excelente, chegou antes do prazo!",2024-03-10
6616,4881,129,2175,5,,2024-07-04
6617,5351,68,2544,3,"Produto ok, dentro do esperado.",2023-11-29
6618,9854,68,2971,4,"Qualidade ótima, recomendo.",2023-09-07
6619,1115,19,1407,3,"Entrega no prazo, produto regular.",2024-07-19
6620,2950,93,1001,4,Muito satisfeito com a compra.,2023-12-22
6621,5249,132,203,3,"Nada de especial, mas funciona.",2024-11-21
6622,10120,125,2949,5,"Produto excelente, chegou antes do prazo!",2024-07-16
6623,13674,152,1163,2,Qualidade abaixo do esperado.,2023-12-20
6624,14389,193,2212,5,"Produto excelente, chegou antes do prazo!",2023-07-26
6625,3188,36,523,3,,2024-03-01
6626,699,165,1993,4,Muito satisfeito com a compra.,2024-12-06
6627,9084,115,1434,4,Muito satisfeito com a compra.,2023-05-17
6628,5463,178,193,5,"Qualidade ótima, recomendo.",2024-12-11
6629,5392,113,1166,4,Superou minhas expectativas!,2023-06-07
6630,11150,197,2172,4,Muito satisfeito com a compra.,2023-08-02
6631,13340,168,1933,5,"Produto excelente, chegou antes do prazo!",2024-04-23
6632,4854,61,456,5,"Qualidade ótima, recomendo.",2023-02-13
6633,5946,69,1195,5,Superou minhas expectativas!,2023-07-14
6634,2758,28,2225,3,,2023-05-21
6635,10359,115,1688,1,"Não recomendo, péssima experiência.",2023-06-30
6636,12,20,1692,3,,2024-04-30
6637,2718,41,455,5,Muito satisfeito com a compra.,2024-07-22
6638,11985,139,159,2,Demorou muito para chegar.,2023-10-06
6639,9254,24,2415,3,"Nada de especial, mas funciona.",2023-08-11
6640,7987,45,1244,5,Muito satisfeito com a compra.,2024-01-08
6641,7935,28,46,1,Qualidade abaixo do esperado.,2024-04-14
6642,2154,128,581,3,,2024-08-23
6643,2778,118,2599,3,"Nada de especial, mas funciona.",2023-05-01
6644,12805,179,657,2,Demorou muito para chegar.,2023-08-08
6645,1578,37,2018,2,Demorou muito para chegar.,2024-01-16
6646,1446,98,128,3,"Nada de especial, mas funciona.",2024-01-03
6647,1938,29,2539,5,"Produto excelente, chegou antes do prazo!",2023-12-08
6648,1557,13,1288,4,Entrega rápida e produto conforme descrito.,2023-12-08
6649,6320,181,425,4,Superou minhas expectativas!,2024-06-27
6650,1631,134,626,1,"Não recomendo, péssima experiência.",2024-10-05
6651,555,64,2983,5,Superou minhas expectativas!,2023-12-06
6652,13817,130,1928,4,,2024-05-12
6653,6908,192,1564,4,Entrega rápida e produto conforme descrito.,2024-06-01
6654,14577,154,1806,3,"Entrega no prazo, produto regular.",2024-06-05
6655,6463,173,1294,4,"Produto excelente, chegou antes do prazo!",2024-06-05
6656,8015,44,1670,5,Entrega rápida e produto conforme descrito.,2023-07-24
6657,9217,117,879,2,Veio diferente do anunciado.,2023-06-05
6658,11865,22,469,5,"Produto excelente, chegou antes do prazo!",2023-12-30
6659,340,33,826,5,"Produto excelente, chegou antes do prazo!",2024-01-08
6660,8342,53,622,1,Produto veio com defeito.,2024-11-27
6661,6204,198,502,3,,2024-09-25
6662,10018,34,1637,1,Produto veio com defeito.,2023-03-27
6663,11093,165,2854,5,Muito satisfeito com a compra.,2024-01-08
6664,1663,104,948,2,"Não recomendo, péssima experiência.",2023-12-05
6665,1227,98,220,5,,2023-05-06
6666,11916,109,1136,5,Muito satisfeito com a compra.,2024-09-10
6667,14921,82,2328,2,"Não recomendo, péssima experiência.",2023-09-04
6668,6194,187,2849,4,Muito satisfeito com a compra.,2024-08-16
6669,10858,30,636,4,Muito satisfeito com a compra.,2024-12-27
6670,3193,32,1154,4,Superou minhas expectativas!,2024-12-31
6671,12411,93,2047,1,Produto veio com defeito.,2024-01-24
6672,6955,88,2202,5,"Qualidade ótima, recomendo.",2023-10-03
6673,12471,128,803,5,Superou minhas expectativas!,2023-03-14
6674,13675,99,1840,5,"Qualidade ótima, recomendo.",2024-12-29
6675,8030,174,2859,4,Entrega rápida e produto conforme descrito.,2023-05-23
6676,5634,21,1270,5,"Qualidade ótima, recomendo.",2023-12-06
6677,10815,159,1987,3,,2023-06-29
6678,5569,125,2896,4,"Qualidade ótima, recomendo.",2024-03-12
6679,1483,130,1600,5,Superou minhas expectativas!,2024-05-07
6680,9473,199,2575,5,Superou minhas expectativas!,2023-07-26
6681,9897,41,1174,3,"Nada de especial, mas funciona.",2024-12-27
6682,7524,184,1658,2,Qualidade abaixo do esperado.,2023-10-24
6683,8509,191,2446,5,,2024-07-30
6684,6231,160,140,5,"Produto excelente, chegou antes do prazo!",2023-09-10
6685,6719,166,2914,5,Entrega rápida e produto conforme descrito.,2024-11-09
6686,252,125,2520,1,Qualidade abaixo do esperado.,2023-12-29
6687,14767,107,2684,3,,2024-11-16
6688,5362,125,1176,4,"Qualidade ótima, recomendo.",2024-12-16
6689,2533,136,1781,5,,2023-07-22
6690,4151,68,553,3,,2024-04-16
6691,5942,55,2174,4,Superou minhas expectativas!,2023-09-30
6692,13550,148,1764,5,Muito satisfeito com a compra.,2023-12-17
6693,12473,74,1465,4,"Produto excelente, chegou antes do prazo!",2023-10-13
6694,8098,82,2219,2,,2023-05-18
6695,13136,170,26,4,"Qualidade ótima, recomendo.",2024-12-07
6696,3060,35,675,1,Veio diferente do anunciado.,2024-10-02
6697,7687,88,1116,2,Demorou muito para chegar.,2024-11-26
6698,5216,150,563,4,Entrega rápida e produto conforme descrito.,2023-04-12
6699,3174,91,1318,5,"Produto excelente, chegou antes do prazo!",2023-04-14
6700,10037,137,2896,2,,2024-12-27
6701,12498,83,1356,3,,2024-10-08
6702,2574,164,2337,5,Entrega rápida e produto conforme descrito.,2023-05-07
6703,5324,133,384,2,Demorou muito para chegar.,2024-12-22
6704,10604,195,34,3,"Produto ok, dentro do esperado.",2023-09-03
6705,2272,171,274,4,"Qualidade ótima, recomendo.",2023-06-19
6706,5000,144,1147,2,,2023-06-13
6707,4285,86,862,4,Superou minhas expectativas!,2023-11-22
6708,5296,74,479,1,Demorou muito para chegar.,2024-11-13
6709,8482,146,894,3,"Entrega no prazo, produto regular.",2023-12-30
6710,606,30,831,5,"Produto excelente, chegou antes do prazo!",2024-10-23
6711,14648,11,1939,4,,2024-06-30
6712,2350,90,1949,4,"Produto excelente, chegou antes do prazo!",2024-01-24
6713,5750,167,17,4,"Qualidade ótima, recomendo.",2023-06-09
6714,14798,93,537,2,Veio diferente do anunciado.,2024-11-06
6715,11722,43,2325,2,"Não recomendo, péssima experiência.",2024-01-08
6716,6505,142,410,3,"Produto ok, dentro do esperado.",2023-02-03
6717,12378,44,2460,5,"Qualidade ótima, recomendo.",2024-05-26
6718,1288,27,2467,4,Superou minhas expectativas!,2024-07-26
6719,14793,11,2375,5,Entrega rápida e produto conforme descrito.,2023-12-13
6720,4518,87,1634,5,,2023-08-11
6721,6047,51,2259,2,Produto veio com defeito.,2024-04-25
6722,5554,150,1936,4,Entrega rápida e produto conforme descrito.,2024-05-31
6723,11279,151,2557,5,"Produto excelente, chegou antes do prazo!",2023-12-19
6724,10473,127,2331,4,"Qualidade ótima, recomendo.",2023-03-28
6725,6340,127,1388,1,Produto veio com defeito.,2023-12-30
6726,12153,11,2762,3,"Produto ok, dentro do esperado.",2023-03-14
6727,8525,140,145,4,Muito satisfeito com a compra.,2024-10-13
6728,3561,4,2502,2,Qualidade abaixo do esperado.,2024-12-29
6729,13355,68,362,4,Entrega rápida e produto conforme descrito.,2024-09-25
6730,6747,75,2284,5,Entrega rápida e produto conforme descrito.,2023-03-31
6731,5343,181,1490,5,"Produto excelente, chegou antes do prazo!",2024-04-22
6732,2191,8,1218,3,"Nada de especial, mas funciona.",2024-07-25
6733,10887,113,1957,5,,2024-07-09
6734,14864,122,1104,4,"Qualidade ótima, recomendo.",2023-10-04
6735,5849,131,1961,5,,2023-07-14
6736,14613,186,2977,4,"Produto excelente, chegou antes do prazo!",2024-11-02
6737,1856,34,1407,5,Superou minhas expectativas!,2024-07-02
6738,10184,92,584,5,,2024-01-11
6739,3259,19,1687,5,,2024-07-12
6740,11701,169,1871,4,"Qualidade ótima, recomendo.",2023-10-25
6741,5359,153,709,5,"Qualidade ótima, recomendo.",2023-04-03
6742,4670,35,757,5,Muito satisfeito com a compra.,2023-08-04
6743,14413,26,1189,5,Muito satisfeito com a compra.,2024-12-31
6744,8138,67,1216,1,Produto veio com defeito.,2024-01-26
6745,8598,3,1316,4,,2024-02-17
6746,9080,161,2623,2,Demorou muito para chegar.,2024-05-29
6747,14550,121,257,5,"Produto excelente, chegou antes do prazo!",2023-08-11
6748,9640,127,2349,2,Veio diferente do anunciado.,2024-02-29
6749,10726,99,2136,4,Entrega rápida e produto conforme descrito.,2024-12-14
6750,10090,61,2959,5,"Produto excelente, chegou antes do prazo!",2023-07-29
6751,2071,195,960,4,"Qualidade ótima, recomendo.",2024-03-15
6752,13363,145,856,2,Produto veio com defeito.,2023-02-11
6753,7732,134,647,2,Veio diferente do anunciado.,2023-08-05
6754,3883,57,2541,4,Entrega rápida e produto conforme descrito.,2024-05-15
6755,8230,82,2834,3,,2023-02-07
6756,3053,9,2461,5,Superou minhas expectativas!,2024-09-07
6757,4585,188,2144,3,"Produto ok, dentro do esperado.",2023-02-24
6758,7,11,1380,5,Muito satisfeito com a compra.,2023-05-14
6759,12866,183,2552,3,"Nada de especial, mas funciona.",2024-09-29
